Book_ID,Rating_1_Star,Rating_2_Star,Rating_3_Star,Rating_4_Star,Rating_5_Star
153,16019,29297,104322,148507,137044
154,6605,14530,66873,121751,251282
155,6236,17193,94240,178216,198862
156,2435,8093,62108,172289,292783
157,22811,44293,120385,170702,148996
158,2691,8008,42693,132149,324996
159,10563,28920,100140,174957,169043
160,5020,11267,58590,148498,266120
161,12904,26371,94470,196224,249784
162,3170,18574,94401,175973,189012
163,24343,53804,138030,165412,149091
164,9888,24944,83253,178346,221912
165,5647,13612,56722,134098,259874
166,7253,17803,77712,140241,195420
167,16592,47507,136196,144029,103179
168,11386,25777,102144,178238,180404
169,11738,26945,88365,158179,187569
170,14741,24244,84863,163488,167055
171,35734,42977,84751,111923,162907
172,2098,6501,45208,133168,312535
173,8464,19610,75841,148672,226794
174,9477,20078,64050,137104,213966
175,8266,23983,92408,162216,155284
176,7657,18327,73550,155775,164437
177,10229,25529,83698,138837,160360
178,10639,17836,70857,144616,157891
179,19917,43525,113352,132492,149232
180,8364,15544,61409,140928,289514
181,4277,10823,64536,152003,231852
182,11349,28650,84254,159596,190977
183,5311,16716,78620,153807,144769
184,15531,34808,106086,151540,156624
185,2399,10150,53744,147136,211189
186,4807,9577,37552,106818,277592
187,8344,22137,85489,165482,139451
188,6349,11732,44847,116877,229518
189,5605,8582,28480,95470,311235
190,4494,12545,62510,148978,140599
191,35983,52601,103625,102432,103322
192,7190,17250,68942,155107,175183
193,4578,12632,58110,139554,173780
194,11330,25781,96290,148326,163097
195,6298,14477,62380,140835,176975
196,5485,14940,68532,131536,158855
197,6134,12476,66243,156306,215521
198,11293,40545,120122,136545,96477
199,19338,33543,82544,120204,206173
200,17185,23298,61993,115123,225097
201,6737,21415,93906,153823,165515
202,7519,22377,84804,137659,141582
203,13841,25349,83692,158716,257493
204,9176,19657,80319,133454,160709
205,10782,18237,70339,151226,153856
206,10268,12845,55427,123652,163920
207,12535,22043,73357,129382,217834
208,6804,20128,85934,139947,107525
209,11473,25462,77135,134788,116800
210,15430,33226,98774,146297,120806
211,1863,7934,65220,162371,248874
212,5150,12928,48285,134107,221349
213,4808,13901,53780,118166,163664
214,6687,18709,69012,135360,120839
215,9867,18983,55554,104657,197075
216,3772,12192,59975,133056,192681
217,7819,16453,57341,98786,140899
218,10266,17695,65161,118463,124627
219,14473,30894,94950,129607,129241
220,23594,41578,94145,107149,141642
221,4183,9409,39153,96741,187196
222,5169,17975,89242,165108,109113
223,2530,12566,79176,129019,102372
224,17006,43014,116021,95951,56081
225,5294,17482,76985,127906,149523
226,6688,15653,71218,133222,175578
227,3865,12684,55760,134748,140574
228,9958,24111,72736,112895,146677
229,11450,23825,65668,110544,111974
230,7770,21049,76503,125660,141422
231,4175,15649,80869,155945,95167
232,8041,10286,46060,112601,124605
233,4564,19479,96352,136054,121201
234,13569,27249,78405,105786,81379
235,7680,19887,65570,121537,130475
236,7261,26077,89237,128374,94611
237,3797,12794,63919,123296,138559
238,4281,10929,61630,118236,122955
239,4302,12725,64835,128990,141351
240,4988,17566,81036,147558,103690
241,8287,20081,74409,119504,131193
242,21547,34170,81486,97982,135835
243,9038,17041,61036,109359,137410
244,5598,20498,84388,130051,120975
245,8847,20556,61303,109008,119402
246,4504,7833,34567,105977,224910
247,6179,14497,57850,85944,152712
248,12154,18256,66180,150914,206642
249,9729,20151,79290,138955,92370
250,17815,35108,86129,105099,126660
251,30901,27442,53762,78744,105796
252,14371,27844,77127,97820,71358
253,7467,18101,70170,109730,137803
254,4789,11769,42214,101612,157170
255,5525,21370,79458,124458,115496
256,12008,22882,74910,93439,78597
257,3775,7865,49115,159494,151184
258,6619,20066,80272,110568,128224
259,9602,23682,70004,105785,94044
260,3693,9667,43734,103879,148027
261,10518,14558,58296,95980,99764
262,2829,4913,20612,82844,215817
263,9081,26036,78203,118163,92144
264,7027,16336,56951,90089,113010
265,4565,10900,49263,112768,152100
266,4223,14882,65106,122462,129526
267,8887,15941,60147,100011,100483
268,3268,11286,56005,116178,103923
269,2930,5985,30009,83730,147732
270,14225,36867,98115,111740,86477
271,7697,12471,47251,97583,132586
272,7038,18089,64714,127761,118649
273,3585,7593,38923,85051,169362
274,15828,35842,96395,133156,116552
275,8868,21223,68789,117580,135938
276,2362,12423,73587,116438,91358
277,7078,15010,67188,126167,128187
278,4991,10988,44804,101159,164431
279,13769,31221,70104,88569,74221
280,4544,11558,57792,133951,97664
281,3661,11792,54208,94613,117049
282,18158,18720,44131,76424,97543
283,9470,13707,49906,95296,109876
284,9158,15767,52906,102093,128449
285,6438,18856,81229,117248,89160
286,4586,9249,32671,91293,143280
287,2658,12490,69089,112121,128906
288,5349,19127,86487,114968,84584
289,1773,4666,30788,93611,185962
290,2927,7649,35500,109392,147589
291,5801,11214,43549,73389,170575
292,2701,8491,43680,102441,116840
293,3570,16119,81773,118129,84139
294,9291,15024,44510,68399,105794
295,5297,13562,54987,121193,130362
296,25591,42946,84433,88608,66813
297,3010,9496,45461,91240,125767
298,23328,26321,55785,61698,83813
299,4430,9972,39899,86909,116398
300,4584,17315,73475,102744,95635
301,10224,20064,59412,91423,87801
302,1486,4018,17932,66415,192498
303,8003,19319,76244,101810,88425
304,4306,16000,64499,120426,167936
305,12137,20336,66587,84488,68757
306,2889,9117,42299,85531,126990
307,5515,12566,53668,120830,132872
308,3432,11985,56557,124430,92030
309,8524,22966,71494,98625,99805
310,12161,23384,61934,77196,78459
311,3553,10293,50487,104690,95426
312,4969,9937,42472,95531,131539
313,1703,6769,42434,116003,97059
314,3341,10329,43333,97947,172919
315,4080,13047,59489,119361,72176
316,6585,15232,53560,89699,115103
317,3126,9628,46996,113506,128484
318,4894,12964,42199,84519,103404
319,8626,16973,60097,121431,164603
320,4679,9761,33669,76223,122120
321,3765,13598,60133,94893,81887
322,5069,11608,48677,106122,146996
323,3004,8851,35547,76621,124120
324,6163,11298,38946,88024,128552
325,3586,11789,50494,85430,84060
326,3168,14602,69051,105375,111374
327,1178,4249,28642,96615,114387
328,2923,8651,33911,74587,147536
329,4235,13199,65762,104078,102463
330,4464,10087,48616,83796,95465
331,8632,21291,59874,86793,70462
332,4998,10298,37146,59629,140607
333,7701,20845,68844,89384,86791
334,24583,38326,74611,75741,41200
335,1613,8950,56426,90284,69588
336,2631,7051,37023,81934,76127
337,5483,16680,58948,95907,97041
338,4197,13653,65910,95948,99692
339,2399,12145,68026,101461,89038
340,9074,22616,68468,102385,96237
341,2713,11724,57171,89196,85556
342,4730,11381,42362,84094,99573
343,3420,6235,29508,85633,203223
344,8886,19000,69227,96483,80627
345,4281,16576,64922,92076,78902
346,12441,21409,53863,79915,77470
347,6773,13946,48894,99939,127078
348,6701,18612,70767,102585,96359
349,7646,17740,55908,90874,93621
350,3615,8150,33869,63795,150573
351,2049,9146,45985,93953,77983
352,2097,8453,45683,100794,87981
353,4766,15425,65342,96135,71495
354,4524,8925,34444,75279,114997
355,3438,7227,32673,63395,149394
356,3564,6593,29496,73094,107893
357,11255,10372,30772,70601,97127
358,10963,12869,39433,65984,84646
359,3905,11486,47802,96998,110594
360,9710,22399,62918,76059,74229
361,4565,12571,46486,78216,101051
362,10416,16204,45343,69937,87322
363,2483,6620,37230,82749,75165
364,2987,7906,42480,86105,124891
365,3514,7196,29992,71534,94131
366,6366,16636,62853,90382,72558
367,6731,23270,68067,84128,74988
368,2959,10183,52599,109208,102235
369,1926,8889,42552,81043,58493
370,9304,16503,43523,79322,101083
371,2927,10416,41293,87041,76140
372,2053,8967,48023,79147,72178
373,8039,18868,60009,87132,80257
374,9619,18950,51504,63727,46131
375,2851,7224,36392,84199,139399
376,5116,10093,39869,82757,83894
377,8175,19308,61975,80520,75990
378,9010,29173,80661,83304,51094
379,12070,22390,59179,73180,65144
380,1783,4008,20554,76611,136037
381,2939,16110,76470,100514,63619
382,3193,6884,29815,57259,133212
383,10196,18564,53471,69722,111316
384,8471,12115,41710,96202,169367
385,2876,6532,32789,78293,158473
386,4578,11772,43122,75680,71067
387,2345,9368,44408,88468,66747
388,5659,12862,41804,78658,83771
389,7881,12314,47602,69009,46555
390,3019,15025,69367,103350,128346
391,9313,14728,40328,65376,72672
392,6224,16181,50604,77096,57418
393,2930,11589,48265,70644,70520
394,2777,8608,42024,87107,61550
395,2137,7189,34421,72558,70872
396,16846,16544,44024,56358,90678
397,4523,13395,43193,71190,67955
398,4352,9752,35299,68549,67491
399,1259,4353,31358,79626,99690
400,9494,22041,59144,74584,48097
401,4985,13344,56048,75290,59694
402,2672,6275,29306,63108,94077
403,2176,8195,46090,83254,81766
404,5111,16849,54949,77107,43937
405,16941,29301,59174,59075,71213
406,3156,7583,40191,79598,103617
407,4510,12847,49274,85569,76402
408,2755,5907,26981,66097,133336
409,2186,6182,30711,70250,135047
410,3575,12959,53900,89887,47269
411,1105,1285,7020,30666,164049
412,4780,15546,53644,91201,104645
413,4575,10031,36282,79311,94775
414,7940,18269,51957,63188,64200
415,10993,15078,31369,54306,73645
416,2127,7457,38513,85492,98667
417,2771,4480,26318,77876,182141
418,3601,11554,50463,81295,78701
419,2593,7557,30809,75564,78842
420,3012,7790,43235,80662,70734
421,1221,5332,35107,82535,86024
422,6659,10012,33160,64879,123923
423,5296,13835,43129,68217,103563
424,6283,15320,50933,79050,80973
425,5833,12631,37349,61880,64434
426,1466,4021,25745,80524,82018
427,1599,6071,38562,93941,65605
428,2487,6028,30632,70364,71899
429,2009,5158,24893,68375,90043
430,4863,12998,44938,74323,64200
431,7982,10158,29605,61336,78211
432,3665,10143,40684,68323,85115
433,2636,5254,28148,60427,118748
434,3703,12436,51695,84940,60362
435,2318,5550,38107,85345,88795
436,4273,13094,44147,75689,89738
437,9635,13051,34305,48395,71077
438,6222,15443,47467,62243,81886
439,3325,9842,45940,80371,79964
440,4132,15938,65157,84363,62709
441,6176,13097,47631,98816,121820
442,6078,14021,43914,68143,57981
443,3208,7772,32336,50573,104889
444,2164,9144,44161,68226,54834
445,3436,11347,45238,74929,72033
446,8554,18768,48197,68781,63229
447,4039,8449,33537,77755,65600
448,2589,5734,25138,81377,128602
449,1935,3804,16964,49313,175968
450,5262,11487,38413,67056,71187
451,13276,13342,32193,39251,58797
452,1200,4958,27491,70976,106364
453,10011,6802,11712,14338,128731
454,3345,11596,50482,64358,44557
455,991,2180,14437,43107,98720
456,5212,12924,37298,67080,58610
457,5743,14231,44676,69779,63835
458,2847,13155,52573,64027,76863
459,7433,9470,38518,77944,94485
460,4183,14784,59163,82001,64336
461,2161,4948,23224,59644,103774
462,6553,15636,51430,77182,50920
463,9571,11019,31723,60769,63692
464,2856,10629,43007,76839,85031
465,3098,7716,31528,67942,68794
466,2652,7160,35471,71953,65467
467,6429,18126,58497,67140,46673
468,4222,14222,49930,63294,50312
469,4739,11883,39131,70648,91209
470,6176,9386,27430,55921,89246
471,1830,5689,26149,71058,74551
472,2841,9398,34950,56515,58993
473,4541,13841,46314,60868,37399
474,2339,5887,22752,51450,95707
475,3684,13227,53014,74561,59599
476,1599,9379,48894,69876,49169
477,725,3044,19770,59813,107757
478,2748,6601,24667,47472,83064
479,2822,4801,21104,56900,105988
480,5701,13859,43080,56984,78726
481,1855,8031,36323,70924,65631
482,4215,6220,23223,54958,109817
483,3685,9750,32410,66858,76893
484,7877,15434,35148,50148,41172
485,3977,10151,37279,63914,72553
486,3633,11665,47165,62472,70270
487,4952,9691,31876,60043,86430
488,8639,13632,36830,61550,56458
489,5442,16659,57732,61651,59187
490,6389,14860,49558,66723,51728
491,3685,5008,20273,47455,91384
492,2050,6387,32236,67831,72157
493,2949,4277,13328,33009,110074
494,12626,13163,31144,43391,64697
495,3322,9750,35942,72422,115603
496,1015,2521,13438,42932,99854
497,10628,14572,40395,53783,38092
498,3877,12970,52917,65379,47438
499,1824,5059,25119,64494,76004
500,2760,6662,37396,66098,60129
501,1247,2923,19028,49902,87226
502,2958,3872,17731,44665,109496
503,864,3047,24897,68111,88072
504,2169,5408,24359,55122,78309
505,2958,7191,22236,52498,71720
506,6422,11998,35815,57351,93422
507,2488,8076,38675,65507,81613
508,3808,13664,52192,72804,61287
509,2022,6154,23828,57956,69745
510,1136,3767,27768,67204,60849
511,5442,10645,28665,58983,68504
512,2623,7845,30102,65204,75385
513,11641,11724,27885,38313,60554
514,3024,8570,35845,69351,74854
515,4689,10180,35941,53459,53593
516,1576,8771,50217,81598,67176
517,1667,4474,23895,59113,75634
518,5995,19839,63680,61509,37276
519,2305,7837,37688,66480,71392
520,12256,25619,56758,51660,37894
521,3392,4611,19732,47742,72969
522,8284,26200,58810,48468,23066
523,1847,5695,30933,63930,54571
524,7073,12325,38879,76179,94359
525,7454,14867,48254,95303,123862
526,3239,6918,33079,66044,60989
527,2332,9145,42827,70546,50831
528,3520,6597,23251,56888,117521
529,2653,6227,35428,73488,98037
530,2686,7512,33156,59958,80385
531,2752,13751,54684,68114,69879
532,2797,5330,21948,54440,133137
533,3278,7217,33528,61997,94849
534,2438,5354,26752,52991,99151
535,6589,14196,36227,49874,47106
536,2843,11418,51466,69720,45990
537,5743,12397,37519,47724,62453
538,1966,5326,25357,42664,87024
539,6855,13811,36514,57917,43564
540,1692,5815,30135,49684,61044
541,2175,10254,42898,57042,49389
542,827,3030,21397,59170,99784
543,1788,6304,30594,50942,67245
544,4096,16130,54393,52708,39717
545,3780,12486,44781,67480,50663
546,1638,5933,39853,78663,84118
547,8364,16185,44317,64689,57110
548,7682,18771,51707,62328,46065
549,2848,6922,27918,56237,91467
550,1085,1827,7661,33962,119942
551,1179,6594,44594,78129,67062
552,2018,6246,28680,58548,70221
553,534,2630,18661,63880,85697
554,2923,12992,53847,69425,36345
555,1464,5500,28409,69343,54952
556,3353,5104,18631,42654,74607
557,4747,9858,32564,54067,81799
558,1587,6973,34435,63435,44499
559,1867,5499,26372,45789,63357
560,3548,8557,31794,64097,59181
561,8235,15283,38147,36751,31104
562,1668,5600,30364,61600,46701
563,2738,11205,41822,57567,45081
564,4906,14285,45693,59709,47024
565,3823,12462,46988,64213,56570
566,3156,14024,48479,49499,42506
567,3986,8065,31523,45916,88319
568,12639,13426,32492,39357,68539
569,1250,3669,25696,81461,100934
570,5093,11346,35831,57062,64572
571,4217,9307,32161,55811,95842
572,10045,21851,47087,52810,33816
573,2040,3448,14453,34728,86426
574,6620,16645,44166,56502,58174
575,4169,10063,30365,51579,48136
576,1623,4638,27003,57766,54776
577,4496,8142,31038,64085,82100
578,3426,9508,35753,56963,58750
579,3502,7316,26704,62780,71190
580,2428,5647,18910,42164,87631
581,3253,9210,34737,58618,61240
582,2076,8308,36097,54057,58537
583,8518,18503,45480,53424,36478
584,986,6288,38331,55983,41203
585,4667,12289,38171,50811,53315
586,2462,6103,25949,59803,68165
587,700,3728,27009,66783,74145
588,5367,14327,41971,52983,66736
589,2294,6298,30659,48594,77625
590,1580,9479,47180,65697,61412
591,596,2257,14291,49628,94313
592,1827,8242,38968,56689,45450
593,3901,9551,32729,46450,43103
594,6169,13796,34951,44689,51162
595,1683,4287,18763,49304,129288
596,5949,6288,16941,29626,103203
597,5563,16309,44687,47447,39144
598,2292,3772,15002,43457,74605
599,4943,13613,36498,47548,58149
600,1062,4303,22908,59055,70185
601,1501,5098,26557,63709,60223
602,3539,9051,31198,58123,57359
603,2714,8175,32346,49750,62122
604,1123,5518,32571,57131,42471
605,3322,11023,43493,57605,31425
606,1098,5204,35369,71857,65035
607,3714,7025,25687,49723,63122
608,3469,7966,27551,51373,72972
609,3588,10014,40314,55092,53075
610,3102,10605,36852,42686,43262
611,3242,7332,32479,60965,44473
612,1127,5785,37956,66515,62271
613,1317,5372,30829,57029,40987
614,2857,6268,23676,42383,93663
615,1449,4217,21301,40806,76320
616,1351,3943,27548,58440,54919
617,5217,12725,35174,43885,35190
618,3688,7487,30825,55784,47547
619,969,6113,42398,69792,59884
620,7715,12475,34344,61578,84188
621,2062,7314,31597,53591,51322
622,3523,8046,34351,58073,50520
623,3975,9949,32355,50286,46828
624,2655,6588,29411,42475,107145
625,1666,5808,28385,56556,63913
626,6060,14855,36024,48972,33833
627,2236,8362,37291,50838,55942
628,2481,11391,40947,48338,33150
629,3501,10243,35440,54778,70679
630,1212,4241,20508,53074,66257
631,5974,14466,42946,53682,71482
632,2888,5837,22249,51947,93245
633,4103,12836,39399,48089,52661
634,6795,19618,52875,48893,30480
635,3042,10434,39728,44093,32028
636,3498,9379,28585,50380,70875
637,3934,9901,28881,51416,44559
638,3732,11754,39559,52344,48170
639,2451,8945,35912,51572,56799
640,1028,6116,40058,66966,58787
641,2960,6745,21616,47839,54097
642,6143,11728,29502,47828,35481
643,6581,22713,57856,55935,36499
644,6407,13220,37418,45880,54960
645,2934,9631,34919,51398,26750
646,6684,10960,27173,46440,40014
647,6777,7212,30921,50809,39875
648,2910,13893,48006,45059,24554
649,2443,5423,23838,40774,74569
650,860,4045,21705,50880,47572
651,6435,6926,21522,42751,64692
652,1953,8353,40016,62437,45767
653,3522,7867,24461,53735,56187
654,1219,5671,32195,66653,47727
655,2588,7073,30314,52171,64184
656,2352,8110,36543,57858,29687
657,1380,4506,21376,50822,62255
658,1371,7164,37094,52341,41416
659,3132,5501,33269,55831,50884
660,706,4027,30417,70825,67687
661,1764,3564,16174,50092,63514
662,2106,5364,21005,38213,57476
663,1589,9090,42672,51583,43197
664,2275,6942,25570,47336,75608
665,1516,3182,15027,42605,59098
666,2685,5844,28640,63184,44960
667,2361,5708,26834,43736,79679
668,2764,5469,18408,33331,57472
669,2773,5952,31155,57916,80195
670,8086,14044,30972,48696,52890
671,1452,5660,27409,42912,45740
672,698,1916,12999,45501,114293
673,2102,7587,28194,39312,47163
674,3155,5468,23230,51681,51844
675,1958,5259,25101,52050,39329
676,2869,10393,38113,51164,25782
677,7053,7808,28645,40177,30432
678,1361,3497,18862,51470,76728
679,2074,6448,25649,46852,50101
680,1851,9728,40085,49513,33828
681,3289,10895,39052,44476,31902
682,1330,4361,27130,67680,44645
683,1531,6801,30996,54376,57263
684,2243,8179,32560,57115,35643
685,1493,5495,25882,54594,41944
686,2333,8924,38817,55211,43413
687,2456,6856,33052,49899,38537
688,6254,13779,37308,52528,48478
689,4096,11094,31788,50610,40277
690,2377,9330,35689,46716,43755
691,1250,4327,23669,55302,49715
692,1273,6693,36897,55603,40666
693,3251,8401,29328,43060,48930
694,4444,11306,31202,38487,30702
695,1416,3591,18615,41479,52196
696,4405,11803,37340,44811,31204
697,3032,5976,22062,50286,71287
698,584,2679,18529,48756,75180
699,1213,3659,21004,56370,77947
700,2825,10502,36179,47682,50094
701,6733,19241,46338,46051,29234
702,2160,7288,28349,42867,47861
703,1968,2226,10191,24365,81325
704,6725,10848,26021,40913,48824
705,4424,7162,19384,32949,49538
706,2644,5380,18982,30554,62873
707,4313,5424,17787,39701,63783
708,930,3327,20346,48728,57231
709,2188,4308,13378,34106,57858
710,946,5941,37809,62516,54602
711,801,3169,19831,50959,60497
712,1165,3101,20494,47836,52654
713,2975,10982,39603,55731,32414
714,2280,6108,22298,31492,64984
715,2284,5503,18329,41131,63242
716,8757,18361,48458,45467,24848
717,2211,4877,22809,43470,57208
718,7314,21317,50829,43629,36680
719,2507,9023,35994,54408,34280
720,784,1951,12877,36557,70416
721,883,2751,14311,38045,67322
722,4351,10006,28935,43080,41092
723,1424,3801,20057,46963,49596
724,1620,4727,26279,50968,58756
725,435,2223,17523,48177,69848
726,2304,3046,15651,36875,71004
727,11089,16858,37528,32016,20526
728,1155,3518,15776,46236,55157
729,2392,4578,16179,37102,65610
730,3440,6131,17848,33175,52136
731,5179,9769,25994,41884,47767
732,2360,4377,14772,44719,71793
733,2911,5797,22367,47814,67255
734,1114,6415,36292,59321,53790
735,1206,3199,15490,47104,58265
736,4284,6932,23256,50731,91093
737,657,3816,25663,53047,62809
738,1092,2478,14391,52781,113639
739,3667,4891,18962,40649,62678
740,820,3719,23221,52865,38854
741,912,2663,21970,55524,60818
742,5814,11383,34292,50281,61348
743,1080,2179,10686,29526,72959
744,1992,5132,24229,49580,47169
745,3103,4901,21147,45060,71923
746,706,2793,16218,44173,61854
747,3479,9323,32120,42968,38302
748,1225,2361,12913,36982,59675
749,2409,6094,24867,45871,42625
750,2295,7115,31384,49549,40103
751,2453,3362,16312,41019,68627
752,2632,3868,16435,41523,74067
753,1391,3451,18065,41881,52196
754,471,1125,10089,37928,76945
755,2772,7531,29394,42284,40766
756,2869,9611,35666,47453,38641
757,866,2056,14772,56494,103278
758,3268,5377,17142,37031,54582
759,8909,9304,24965,29819,30852
760,1952,6849,30636,47753,46231
761,1477,3066,11254,31034,57685
762,980,1435,7684,22365,85830
763,3286,13140,41196,48574,42587
764,7523,14751,35125,44172,35884
765,4169,10788,32719,41977,56398
766,958,4221,21064,38962,41515
767,973,3064,21463,44290,38848
768,1209,2879,15625,32073,63204
769,2279,6246,25054,40835,41954
770,1757,4329,19778,42833,41980
771,497,2770,18775,44860,49339
772,2463,5818,19047,33836,51308
773,1155,5434,25143,47540,40495
774,772,2476,18421,41254,65084
775,1943,5209,25045,49509,62402
776,1117,4071,19995,48181,43201
777,1127,5639,32252,49493,23650
778,2615,5087,19239,46853,72149
779,2800,4867,16969,32636,51862
780,2153,5979,24401,32449,57671
781,1253,3766,20833,38155,49977
782,2514,4654,20960,36225,45703
783,1552,6027,26235,47931,29731
784,4404,10413,31741,42104,30042
785,3190,5265,17379,27721,65248
786,2394,10084,37832,46984,38243
787,3628,8971,27361,35719,53814
788,1040,4034,17762,39468,58404
789,5667,16425,41080,44562,21289
790,1601,4222,20022,44895,64767
791,1215,3784,18335,39753,47028
792,2338,3593,13572,26298,68316
793,2697,8081,30628,49795,31552
794,3366,6036,19726,42292,72127
795,5386,13087,38025,41984,24940
796,4010,9937,29521,38966,55476
797,1533,3795,16790,45304,42660
798,6673,9916,21464,37421,43231
799,1370,3764,18194,45058,71962
800,5234,14010,36926,36389,30040
801,5092,10227,27683,39108,38543
802,1500,5028,21065,46702,47468
803,2688,9119,28642,40370,43745
804,3032,12324,42020,45436,31572
805,1334,5638,28727,49667,29496
806,2608,7140,31301,47933,50809
807,3388,6744,25033,51196,64950
808,1138,3121,16734,45474,53498
809,2113,7241,28787,45563,38351
810,5089,10817,33459,47351,49831
811,1910,6407,27658,43875,47799
812,3226,5211,21254,39535,57555
813,1706,7154,32686,38347,26913
814,6209,9089,23237,35433,64149
815,2105,3635,13142,23193,63194
816,1925,6032,26242,48627,31050
817,2994,7882,26109,47403,49572
818,1842,8424,33016,43038,28863
